36.763913,127.290387,254.312820
36.763898,127.290359,254.308014
36.763883,127.290331,254.276840
36.763869,127.290306,254.309402
36.763932,127.290370,254.305740
36.763917,127.290343,254.311310
36.763902,127.290315,254.308426
36.763888,127.290289,254.311630
36.763954,127.290351,254.311768
36.763939,127.290326,254.309921
36.763924,127.290296,254.307968
36.763911,127.290271,254.308685
36.763976,127.290334,254.303116
36.763962,127.290307,254.289352
36.763947,127.290278,254.308929
36.763933,127.290251,254.308929
36.763998,127.290314,254.309875
36.763985,127.290287,254.298340
36.763970,127.290259,254.309967
36.763957,127.290231,254.289261
