36.768509,127.293231,276.792816
36.768475,127.293217,276.778717
36.768442,127.293204,276.787567
36.768408,127.293190,276.747314
36.768522,127.293186,276.775879
36.768487,127.293171,276.785309
36.768453,127.293156,276.775635
36.768421,127.293144,276.745361
36.768535,127.293133,276.741333
36.768499,127.293118,276.774933
36.768466,127.293105,276.764252
36.768435,127.293092,276.764130
36.768548,127.293076,276.773407
36.768513,127.293062,276.772552
36.768480,127.293049,276.771973
36.768451,127.293036,276.771210
36.768562,127.293018,276.746063
36.768528,127.293005,276.745941
36.768494,127.292991,276.745575
36.768465,127.292981,276.771637
